time,target,master_offset,freq,path_delay
1736679237.932129231,0.5000615119934082,-216310,-127197,812824
1736679238.932042859,0.5000441074371338,-104469,-80249,812824
1736679239.932053770,0.5000498294830322,-106933,-114054,812824
1736679240.932002118,0.5000007152557373,41081,1880,776849
1736679241.931757577,0.49998927116394043,28225,1349,783665
1736679242.932065136,0.4999427795410156,173508,155099,783665
1736679243.932286602,0.5000431537628174,-128862,-95219,783665
1736679244.932044054,0.5000078678131104,-11154,-16169,783665
1736679245.932036031,0.4999990463256836,15369,7008,783665
1736679246.932242429,0.49974727630615234,-4374,-8125,783665
1736679247.935848744,0.49866223335266113,3592565,3587502,754864
1736679248.932407987,0.5011217594146729,-3522333,-2449626,761680
1736679249.932346508,0.5004746913909912,-1079046,-1063039,761680
1736679250.932843149,0.5001354217529297,23565,-284142,954000
1736679251.932783635,0.5000772476196289,124242,-176396,954000
1736679252.932915730,0.4999997615814209,253173,-10192,954000
1736679253.932738073,0.4999513626098633,267484,80071,944644
1736679254.933042743,0.4999113082885742,324169,217001,944644
1736679255.932671339,0.500002384185791,-16100,-26017,930571
1736679256.932887690,0.49996066093444824,150641,135894,930571
1736679257.933101691,0.5001039505004883,-257929,-227484,1091477
1736679258.932660281,0.5000314712524414,-30021,-76955,1091477
1736679259.932869408,0.49995899200439453,92445,36505,1091477
1736679260.935276638,0.49985599517822266,398885,370679,1091477
1736679261.933146514,0.500075101852417,-252528,-161069,983176
1736679262.933500830,0.4999659061431885,-83735,-68034,983176
1736679263.933924068,0.49968814849853516,877053,867633,1091477
1736679264.933614852,0.5003387928009033,-993988,-740292,1245418
1736679265.933490946,0.500145435333252,-257240,-301740,1245418
1736679266.933068557,0.5000813007354736,-89356,-211028,1245418
1736679267.933702841,0.4998934268951416,283919,135440,1091477
1736679268.933833099,0.4997222423553467,739118,675815,983176
1736679269.934934075,0.5000593662261963,-277962,-119530,983176
1736679270.934119613,0.5000553131103516,-167584,-92541,982988
1736679271.933412035,0.5000488758087158,-217564,-192796,982988
1736679272.935675935,0.49980950355529785,517569,477068,982988
1736679273.934091654,0.5000584125518799,-259689,-144919,982988
1736679274.933589769,0.49991655349731445,23620,60483,785265
1736679275.934819324,0.49971699714660645,752237,796186,785265
1736679276.933760835,0.5003163814544678,-983787,-714167,785265
1736679277.933792327,0.49997758865356445,-128220,-153736,785265
