data,timestamp,master_offset,s2_freq,path_delay,timestamp_diff,adjusted_Offset,adjusted_Path_Delay,is_attack,rolling_mean,rolling_std,rolling_range,change_count
2595250.572,1739515647.572457,735742.0,636336.0,4065681.0,0.0583696365356445,-2631833.0,2909881.0,0.0,2322.8,1165708.8426370455,409240.0,4.0
2758461.842,1739515648.595605,-1560114.0,-1438797.0,4338162.0,0.0860373973846435,244243.0,2962747.0,0.0,167116.8,1161039.427425615,354214.0,4.0
3292140.039,1739515649.567586,1432136.0,1085418.0,4274855.0,0.0626769065856933,-1431834.0,2109754.0,0.0,-246495.2,1402107.7093530297,626695.0,4.0
3137806.23,1739515650.590601,-1429691.0,-1346768.0,4607611.0,0.0400285720825195,1372017.0,2089875.0,0.0,-279445.4,1257621.2053742574,626695.0,4.0
3405016.369,1739515651.614126,1996467.0,1650483.0,3965425.0,0.0680153369903564,326982.0,1575220.0,0.0,-581415.0,1276876.14641601,751457.0,4.0
2154531.436,1739515652.586766,395940.0,648896.0,4006262.0,0.044276475906372,-1345939.0,2591503.0,0.0,234908.0,1424976.6593549172,642186.0,4.0
1777712.912,1739515653.558954,-374304.0,-2566.0,4119868.0,0.0206480026245117,-1630650.0,2960016.0,0.0,166947.6,1426130.9057987279,642186.0,4.0
1768472.012,1739515654.581637,-149398.0,110049.0,3978765.0,0.0486068725585937,-1823441.0,1594433.0,0.0,404109.6,1152004.8927994187,642186.0,4.0
2354462.357,1739515655.604791,-1897913.0,-1683286.0,4168906.0,0.0260381698608398,164983.0,1316653.0,0.0,87802.8,1089300.4299685648,642186.0,4.0
3563829.821,1739515656.577511,27396.0,-327350.0,3954240.0,0.0534968376159668,894768.0,947954.0,0.0,-5841.6,1213055.7315208977,203481.0,4.0
3650316.793,1739515657.601856,751101.0,404573.0,3591622.0,0.0808651447296142,-286847.0,1832861.0,0.0,-399655.8,874522.8758384769,214666.0,4.0
3271321.2,1739515658.573476,537461.0,416264.0,3508554.0,0.057523488998413,-497701.0,1617775.0,0.0,-328623.6,816587.1135558655,577284.0,4.0
3046258.135,1739515659.545288,-58539.0,-18498.0,3678613.0,0.0337142944335937,1237653.0,1387364.0,0.0,-146270.6,874142.9488679183,660352.0,4.0
2528447.516,1739515660.569443,1484664.0,1507143.0,3640353.0,0.0617859363555908,-2410565.0,2094032.0,0.0,-128098.8,863989.3891540568,660352.0,4.0
2046949.863,1739515661.557452,-1640209.0,-1172331.0,3823676.0,0.0732343196868896,-1204897.0,2069866.0,0.0,548416.6,694652.0348154895,445686.0,4.0
2962409.211,1739515662.579865,-377462.0,-401646.0,3742431.0,0.0494651794433593,-1664078.0,3008601.0,0.0,214895.6,964950.0923206857,315122.0,4.0
3258512.489,1739515663.603013,101847.0,-35576.0,3742677.0,0.0278012752532959,-1013646.0,2387379.0,0.0,-10817.0,994845.9932699634,315122.0,4.0
3262555.174,1739515664.574249,237481.0,130612.0,3636253.0,0.0555660724639892,1060443.0,1670592.0,0.0,-97939.8,975428.5704516246,183323.0,4.0
2636854.911,1739515665.597101,1580336.0,1544712.0,3650699.0,0.0334892272949218,-1322816.0,2524225.0,0.0,-38735.8,977921.9781103705,187423.0,4.0
1593595.608,1739515666.569705,-164230.0,274246.0,3865639.0,0.0613861083984375,-1780262.0,1288067.0,0.0,-19601.4,992380.2984809806,187423.0,4.0
2049430.288,1739515667.592055,-1995762.0,-1606555.0,4003568.0,0.0375313758850097,-1148228.0,3697427.0,0.0,275594.4,738842.234931653,229386.0,4.0
2791448.307,1739515668.564559,1009577.0,800056.0,4039623.0,0.0661287307739257,-399763.0,2242167.0,0.0,-48065.6,1122696.1296429236,367315.0,4.0
2164701.452,1739515669.537562,320107.0,413459.0,4022297.0,0.0419020652770996,-19060.0,1482689.0,0.0,133480.4,1165996.5517698585,403370.0,4.0
1959220.582,1739515670.560934,-254170.0,-64786.0,4217799.0,0.0186262130737304,-2204848.0,3742288.0,0.0,150005.6,1166914.1483799482,388924.0,4.0
2136088.942,1739515671.58339,-398355.0,-285222.0,4435796.0,0.0467429161071777,-1502384.0,1894504.0,0.0,-216895.6,930688.5471082686,352160.0,4.0
3016211.195,1739515672.605985,-1801060.0,-1807434.0,4693180.0,0.074949026107788,291879.0,1961019.0,0.0,-263720.6,917494.0960111405,432228.0,4.0
4255323.375,1739515673.57865,350757.0,-195935.0,4402142.0,0.052417516708374,242076.0,2242639.0,0.0,-224780.2,998148.885561067,670883.0,4.0
4345693.681,1739515674.550425,612269.0,170805.0,4372447.0,0.0287561416625976,1522376.0,823369.0,0.0,-356544.2,838010.8858178991,670883.0,4.0
4159559.867,1739515675.573738,551222.0,293438.0,4294524.0,0.057288646697998,476643.0,1590534.0,0.0,-298111.8,785367.3097107493,475381.0,4.0
3908568.796,1739515676.596287,352332.0,259915.0,4214846.0,0.0335392951965332,-101397.0,1948239.0,0.0,-137033.4,842049.7106337012,398656.0,4.0
3602997.25,1739515677.619383,450761.0,464043.0,3896081.0,0.0110111236572265,-109916.0,1538377.0,0.0,13104.0,888927.4502414131,478334.0,4.0
3210515.675,1739515678.540168,203376.0,351887.0,3725086.0,0.038233995437622,-1089371.0,2202433.0,0.0,463468.2,244767.27835680978,506061.0,4.0
2979171.818,1739515679.563418,-101320.0,108204.0,3714383.0,0.0667667388916015,-604230.0,3078704.0,0.0,433992.0,109112.52467430125,647361.0,4.0
2525858.509,1739515680.58654,938132.0,1117260.0,4036342.0,0.0441837310791015,-2129715.0,2060864.0,0.0,291274.2,130323.2253564191,580141.0,4.0
2318431.834,1739515681.610573,-1708046.0,-1247479.0,4139195.0,0.0204389095306396,-910847.0,2117044.0,0.0,368656.2,389708.08445643,500463.0,4.0
3351002.863,1739515682.58352,-538660.0,-590507.0,4244857.0,0.0478851795196533,-613290.0,3895198.0,0.0,-43419.4,870241.6373959017,424812.0,4.0
