master_offset,freq,path_delay,date,OT
-36198,-18672,3092390,2025-01-17 09:19:01.571453952,3756962.397
-8425,-1758,3092390,2025-01-17 09:19:02.571433984,3799920.267
-47186,-43047,3165806,2025-01-17 09:19:03.575487232,3843696.543
3407,-6610,3184450,2025-01-17 09:19:04.571453184,3905026.087
15985,6990,3184450,2025-01-17 09:19:05.571483648,3936950.229
47049,42850,3199355,2025-01-17 09:19:06.571466752,3948426.921
-321304,-311388,3199355,2025-01-17 09:19:07.571947520,4043792.143
7234,-79242,3190333,2025-01-17 09:19:08.571934464,4313398.019
96279,11974,3190333,2025-01-17 09:19:09.571956224,4394162.832
90666,35244,3190333,2025-01-17 09:19:10.571990016,4404544.279
117743,89521,3199355,2025-01-17 09:19:11.571927296,4382153.076
53633,60734,3190333,2025-01-17 09:19:12.575539968,4330852.803
27291,50482,3193407,2025-01-17 09:19:13.571981312,4302753.374
6748,38126,3193407,2025-01-17 09:19:14.571979264,4285556.527
-32866,537,3193407,2025-01-17 09:19:15.572002048,4288463.272
1135117,1158660,3064117,2025-01-17 09:19:16.572013056,3961643.355
-1021929,-657851,3064117,2025-01-17 09:19:17.575577856,3384453.719
240493,297992,2896213,2025-01-17 09:19:18.571557120,3777253.377
-320996,-191349,3188211,2025-01-17 09:19:19.571514880,3659488.616
-103216,-69868,3188211,2025-01-17 09:19:20.571549696,3842904.291
-64683,-62300,3249649,2025-01-17 09:19:21.571470592,3939928.065
95160,78139,3249649,2025-01-17 09:19:22.571650560,3988503.431
-149820,-138293,3341218,2025-01-17 09:19:23.571621888,4006476.727
-20022,-53441,3417366,2025-01-17 09:19:24.571616768,4148138.158
-128722,-168148,3644093,2025-01-17 09:19:25.571600896,4266351.259
51389,-26654,3644093,2025-01-17 09:19:26.571646976,4420468.335
88906,26280,3644093,2025-01-17 09:19:27.571546112,4460335.011
104527,68573,3644093,2025-01-17 09:19:28.571595264,4450544.831
247554,242958,3439641,2025-01-17 09:19:29.571562240,4357795.824
361439,431109,3148254,2025-01-17 09:19:30.610654208,4093662.014
-19989,158113,3148254,2025-01-17 09:19:31.571548672,3776051.188
-55456,116649,3010929,2025-01-17 09:19:32.571533312,3660189.758
-136244,19224,3010929,2025-01-17 09:19:33.571660800,3603067.101
